tweet_id,text,author_id
563101,@AppleSupport Sent!,119106
707462,@AppleSupport Thank you,289132
40452,@AppleSupport All sounds yes when I go to the settings to test it it works but any other that setting no. And I did restarted it and still doesnt work,124866
1643271,@AppleSupport thanks pal,502240
2393897,@AppleSupport Unfortunately they do not operate outside of the USA. Is there a way I could find out when the next delivery would be?,689218
2316521,@AppleSupport I have iPhone x witch is not working,671655
1221959,@AppleSupport Yes I have done it several times.,406727
2688589,"@AppleSupport It has, but I brought it into the store. Thanks! 😎",755942
2437768,@AppleSupport Right after taking it off the charger/subsequently after when in use or when locked. It seems every time I unlock it’s down significantly.,699282
2139842,@AppleSupport Because that’s convenient.,629306
2056704,@AppleSupport @608259 Find the cause haha new iPhone 8 on sale simple as that,608260
1288934,"@AppleSupport Thanks, it’s an iPhone 6 and the update is iOS 11.0.3. I don’t normally have a problem with updates, I’ve got 2.3gb of storage left.",421457
2128216,@AppleSupport I’m not publicly announcing what models/devices I️ have because I️ doesn’t want to get robbed at school for my precious devices.  But let’s just say I️ can’t type the letter “I️” without it showing up as some weird symbol on my computer and phone.  Fix this immediately.,626537
2363122,@AppleSupport Yes https://t.co/BOa5EVO8rU,196621
1100810,@AppleSupport I am logged in and was on wifi all night last night trying to get it to work.,379725
2547112,@AppleSupport Nothing at all as far as I can tell. It’s happened ever since I transferred to my iPhone 8+ from iPhone 6s. Another issue is album artwork is all mixed up,723893
458395,@AppleSupport Thank you so much! That was easy! Lol! Thanks again!,223857
159544,@AppleSupport If the right path is the space between the two paths of responsibility — yep that’s where I am — no data plan — no plan to resolve it.,152728
1852575,@AppleSupport I keep trying to install the latest update but it keeps telling me there is an error. Never says what it is just that it is an error.,554414
2618350,"@AppleSupport 11.1.1 and no, but I see there is a 11.1.2 now. I will just upgrade and let you know if it happens again.",621258
1153407,"@AppleSupport I have tried all of those options, it has been charging for over an hour and it is still unresponsive.",391382
177022,@AppleSupport That didn’t work 😩,157662
512602,@AppleSupport 👍,237899
2779293,@AppleSupport Yeah the phone I received from @118101 was a brand new iPhone so the charger and wire are brand new.,776308
2906787,"@AppleSupport I'm using a 6s Plus. Attached img of error. phone cncts via BT for calls, USB for audio. (Also, car stereo rarely shows the correct track playing. Before updates, it was consistently correct) https://t.co/zvFbxLjAiU",564853
2193420,@AppleSupport It says “could not sign in”,641930
2199224,@AppleSupport So I did the update and I’m still shaving the issue,643233
2110809,@AppleSupport Tech Support just told me that other than going back in time the only way to solve this is to buy Logic Pro again. This is absolutely disgraceful. I recorded the conversation.,622667
2476101,"@AppleSupport iPhone 6 doesn't hold the hardware capability of running the new ios software, it'll just slow it down further which isn't surprising. By your logic, ""you'll need to update the ios.After that, still slow? Ah should upgrade your device"".No thanks Mr.steal yo money.",707811
713,@AppleSupport Just sent you all my DM,115856
2782028,@AppleSupport Yuuup that’s what I have.,776918
2892058,"@AppleSupport I am using the EarPods that came with my phone. Fortunately, the issue has only occurred a few times. Usually it will fix the problem and start working after a minute. I have an iPhone 8 with iOS 11.1.2.",801662
2413007,@AppleSupport It started yesterday and I’m running the newest update.,693682
541027,@AppleSupport Does this work with my Bus Pass (Myki) or Post office debit card (AusPost Load&amp;Go)?,739970
1058143,@AppleSupport DM sent - thanks,369830
1346675,@AppleSupport @434035 Every time I get through all they tell me is keep trying. I have been trying since 8 am still not working.,434037
813331,@AppleSupport I’ve sent you a DM please can you respond and sort my issues? Sick of lack of support,313809
2490776,@AppleSupport iOS 11.1.1,711180
542405,"@AppleSupport Hi, what if I updated my iOS before turning off all my notifications? Will that make a difference? My notifs are still turned off at the moment and it's working perfectly.",245890
2833035,@AppleSupport iPhone 6s Plus iOS 11.1.2,788697
2913288,@AppleSupport I did not back up before updating. Yes i have a macbook,806472
465495,@AppleSupport GIRL.,225741
802493,@AppleSupport It’s only with AirPods. Podcasts also don’t show up on my lock screen while playing where music would.,311219
1457383,@AppleSupport  https://t.co/jtDvam8eGG,458256
1510547,@AppleSupport I still didn't received the email!!! It's been over 48 hours...come on!!!! 😕😞😞😞🙏😢😢😢,470601
407088,@AppleSupport SE,212027
2584375,@AppleSupport I have updated and it is still happening.,732351
403592,@AppleSupport Just DM’ed you,211525
168808,@AppleSupport How the led on the left side of iPhone X notch light up,711186
2862152,@AppleSupport 11.1.2,628919
1575066,@AppleSupport Thanks,485374
661693,"@AppleSupport What a disaster for 6+ users! My phone has literally bogged down since the update (was responsive b4 that). Now it takes 4ever to launch an app and some apps like jabber simply don't function properly.

Apple SW quality has plummeted!",451999
765463,@AppleSupport Nope. Cant hear. Cant call. Using messenger Calls atm.,302952
1952439,@AppleSupport it’s the reminders app and i’m using the iphone 6s on ios 11.0.3,579762
2680934,@AppleSupport My Macbook Pro is that one with dual-graphic card. It seems to be when it try to switch between the cards.,754231
1342802,@AppleSupport Multiple...home and work. It seems other users r having the same problem,433176
360745,@AppleSupport Thanks!,201420
1642624,@AppleSupport I have a Model A1396,502097
87159,@AppleSupport Thank you for that but I followed those steps but I’m still receiving texts.,135073
1752350,@AppleSupport Just messaged you. Kindly help,527917
831755,@AppleSupport I downloaded the update when it launched and yes I did download the latest update as well😔,318091
666216,@AppleSupport It stops at random times.,278714
2543956,@AppleSupport i updated them all yesterday,723172
2179534,@AppleSupport I sent you guys a dm with more information and a screen grab video just waiting for a response.,542696
1920255,@AppleSupport never mind i found it https://t.co/usC77LxIDq,571660
446470,@AppleSupport Yes,220752
2293519,"@AppleSupport Was apps, after I did the iOS DL. I rebooted, twice, they finally updated.",379182
891621,@AppleSupport There’s static when on a call &amp; I since read thats a problem now with the updates to IOS 11.0.3.  It’s not an app issue...it’s a phone issue,331723
989665,"@AppleSupport @354442 @43297 @43298 
#inspiration",561602
2943338,@AppleSupport It just started this morning and I am using an iPhone 5s,813138
2054738,"@AppleSupport Sure, thank you.",607695
2117843,@AppleSupport Well then again maybe not! Look at my reply when I tried to say it!!,624177
2440925,"@AppleSupport California, Bakersfield",700041
704541,"@AppleSupport 11.1.2
Turning on and off my iPad helps but it still tells me accessory doesn’t work the next day or after a few hours",288364
2977476,"@AppleSupport You really came through! While my #iPhoneX was entirely unresponsive to every button, connecting it via USB to iTunes and then magically tapping Volume Up, then Volume Down, then holding the Side Button brought it magically to life and everything's perfectly fine now!!",821165
2298573,@AppleSupport Ok cool,667209
2499255,@AppleSupport All messages. &amp; I’ve already tried restarting my phone. It’s still sending as text messages instead of iMessages.,713092
961125,@AppleSupport That started the whole thing over again and it never offers me the 2 step process,348088
254111,@AppleSupport 7 plus,176403
1145984,"@AppleSupport Also I would have responded sooner, but my phone can barely keep a charge so I limit my Twitter use.",389727
1146115,@AppleSupport Just took phone off the charger 10 minutes ago. Battery down 6 percent already and phone is hot.,389762
386734,@AppleSupport Just the phone call,207559
395528,@AppleSupport noticed it today,209615
6753,@AppleSupport Hi .. how to prevent my face from ending call .. i cant lock the screen with  sleep/wake button ios11.0.2,293381
1521997,@AppleSupport Just Bluetooth Audio,473028
116047,"@AppleSupport I updated my phone, and it’s still acting up while it’s plugged up😭",141849
2618294,@AppleSupport iOS 11.1.2 and yes but the flash has only recently stopped working properly.,739937
995135,@AppleSupport @AppleSupport I sent dm @115858,273592
2341855,"@AppleSupport United Kingdom. IPAD is about month old. Before update could easy play games (mobile legends, arena of valor) and stream films for about 4.5hr before it dropped down to 50% mark.",670209
2520711,@AppleSupport https://t.co/f4HXf6BNLq,717976
2431288,@AppleSupport Yes didn’t change anything,697892
956380,"@AppleSupport No it also occurs when swiping in between home screens
Buttons become unresponsive too
It’ll stay frozen for around 5mins and then restart",346922
337441,@AppleSupport 5s,196522
1800863,@AppleSupport Pls help as i m very disappointed with apple now,541108
284418,@AppleSupport Not only Aruba's carrier can't help now OFFICIALS from the Milenia Mall at Orlando wants me to wait even more. I'm limited at my time here.,183742
1820106,@AppleSupport  https://t.co/oRW9OVGDEq,546428
409385,"@AppleSupport I’m having no other connection issues. I can send a photo to my dad, but not a video. He uses android.",212607
459548,@AppleSupport I haven’t had the chance but it’s worth a shot.,224171
966366,@AppleSupport Y’all don’t wanna help lmao 😭,349344
947826,"@AppleSupport @344777 It’s obvious, isn’t it Apple? Your update messed up everything. Duh. Maybe try fixing people’s phones.",327472
392674,@AppleSupport and i have to force a restart. different apps may not open. it varies each time,208990
1541068,@AppleSupport @477596 I’m on the current IOS and it’s still happening,477597
1828206,@AppleSupport Attaching a screenshot which was taken just now .. I am well connected to Internet with App Store offline https://t.co/rzshSehugR,548668
1161993,"@AppleSupport Thanks for the link.  I had to start as a new iPhone, update the software, and then restore from my backup.  A bit complicated but it worked",393385
2113831,@AppleSupport I finally got a hold of someone at @AppleSupport and they could not schedule the repair until Friday.  Had to purchase a new iphone in order to not be without a phone.,126769
225093,@AppleSupport Ty,169773
2152216,"@AppleSupport this really needs to be corrected, it’s causing problems for a lot of us. i love y’all, but this is 👎🏼👎🏼",438541
1166640,@AppleSupport My phone only has 2 bars and the signal strength is low. Messages usually have problems receiving and sending.,394422
1059336,"@AppleSupport Just updated to that version, hope it helps.",370112
2756858,@AppleSupport done. It’s slowly rebuilding my library at the mo,771556
1966637,@AppleSupport Sent,582820
1761068,@AppleSupport This stating happening on #iOS11 since beta times and it happens when an app quit while in landscape. Unlock and lock again backs to normal. https://t.co/RyaNWnhSau,529980
2414348,@AppleSupport Thank you,693988
1694915,@AppleSupport Thanks. Steps in the link do not work so I have sent you a DM.,514247
856968,@AppleSupport @323498 Did @AppleSupport solved the problem?,208249
2730328,@AppleSupport actually the issue started with the update ...,765469
2283191,@AppleSupport @663561 We’ll both take complimentary air pods for our troubles,663562
2545546,@AppleSupport Thanks,723532
432382,@AppleSupport @217835 it is the worest update I have iphone 6S and 6S plus just updated them few days ago ... my next phone is not iphone,217836
946678,"@AppleSupport It is extremely slow when opening anything on the internet via Google. Also my battery is draining quickly even when I close apps, etc.",344483
2519376,@AppleSupport Version 11.1.1. 👍🏼,717639
2361750,@AppleSupport 11.0.2,667357
663906,"@AppleSupport Nope. Didn’t work. Computer completely froze while trying to log into Google Drive, opening InDesign and I have Safari open. Fans running loud. UI plain froze.",154042
2518179,@AppleSupport Great thought so thank you,717311
9212,@AppleSupport Fix our iOS 11.03 battery issue. I’m on a 7 plus. @1257,123167
1702005,@AppleSupport I️ can connect just fine but my phone won’t download anything or load any apps and my WiFi is totally fine because my other devices work,516039
997108,@AppleSupport @356111 all unit of iphone have damage app call me +639100166585,305073
1339786,@AppleSupport I’m aware. What makes you think anyone would rather go to settings? 🤷🏻‍♂️🤷🏻‍♂️,432505
872444,@AppleSupport On my phone??,251463
707420,"@AppleSupport iPhone 6s, battery life is very short. Screen is destroyed I am barely use it",289120
2747376,"@AppleSupport Not right now, but maybe when my sister gets home from shopping. The problem is is that we've tried just about everything. I have all things saved on iCloud, but the big issue is that my phone might not get repaired totally and we'd have to pay for a whole new device.",769302
114494,@AppleSupport It worked for a few days but it’s doing it again now,141456
1078261,@AppleSupport Yes 😭,174245
1396210,@AppleSupport I’m going to get an android phone man Apple always playing up with these updates and false sense of power,444674
2614268,@AppleSupport Per the Land Rover Dealership this is a common problem with your new OS11. Everyone is having this issue.,487599
2964141,"@AppleSupport I’m seeing them on my phone, laptop, and Apple TV.",817853
663371,@AppleSupport Thanks for the response... messaged you there.,278084
2013862,"@AppleSupport Okay, I’ll try it, but please fix this in the next upgrade",595479
437009,@AppleSupport I don't see my iMac in the list. Wifi and Bluetooth are on,218780
356439,@AppleSupport I have deleted and re-installed the app twice with no luck.  I found the Amazon app is not working either.  FYI,200632
522087,@AppleSupport MacBook 12” late 2016. No updates available all updates are installed 10.13.1 + the last security fixes for root issue.,240573
2136707,@AppleSupport Thanks but I already tried that. Regular texts are normal. Having issue with Twitter and other apps.,628559
1146743,@AppleSupport Seems that make a refresh but the problem remaining,389904
1847221,@AppleSupport @126145 Your products are fucking garbage. I can't believe I bought into your bullshit up till iphone 5. Your company sucks. Have a good day. https://t.co/SxGBQv6HQa,553250
1701922,@AppleSupport my alarm didn’t go off lmao,516014
1064940,@AppleSupport Also I am facing issues while searching contacts and while connecting conference call on my phone,355321
1391883,@AppleSupport  https://t.co/UIuNY2LrTg,443730
306214,@AppleSupport Thanks. It’s an iPhone 7 with version 11.0.1,189106
1636133,@AppleSupport @500442 I have the same problem. I have to open the app to check the new messages. 1/2,500443
2771831,@AppleSupport iPhone X and the latest version.,774795
9250,@AppleSupport Your new update won’t let me type the letter “I️” without a weird character coming up,275685
755770,@AppleSupport Sorry just seeing this! Error message was: we are experiencing problems. Try again later. iPhone 6S new IOS. It's working now😊💖,300643
94794,@AppleSupport It’s working now I guess it was the network I was on... thanks anyway tho,136594
961385,@AppleSupport My phone is not even a month old and this is what i am phasing 😕,348142
877711,@AppleSupport Just happened again- I was switching away from mail using hot corners. I also have an external display. Maybe its hot corners? Also pls DM,328357
873957,"@AppleSupport Please! My iTunes player stopped playing. The track/podcast will show, the progress bar doesn't progress, however. I'm on Windows 1/n",327482
2588328,"@AppleSupport Okay, they haven’t tried to call me back yet. Be great for them to this evening if possible?",733296
1949283,"@AppleSupport When I restarted, it got deleted. I tried downloading it again and reinstall but same error again.",579086
52326,@AppleSupport You guys have already messaged me in a DM about this and had me do this. It didn’t work. Literally 3 times you’ve recommended this.,127769
2118470,@AppleSupport I’ve done that. Still not working.,624340
1175558,@AppleSupport I can’t check my iPad Mini 4 right now - but won’t load on 8+.,396530
1429808,@AppleSupport I have dropped a DM. Thank you,452066
1470531,@AppleSupport @461324 HELP ME OMGGGG,461323
1453030,@AppleSupport Done.,457200
6700,@AppleSupport Buggy iOS 11,285538
2304670,@AppleSupport @340115 Same issue to me!after 2 updates no fix it!,668688
870302,@AppleSupport 11.0.3 - it has slowed down and the screen doesn’t rotate sometimes.. sometimes it hangs,326639
1062173,"@AppleSupport Yes, I have, but I always ended up with the same error. I even tried to copy the missing file to the directory where it is expected to be.",370791
2360350,"@AppleSupport The new update has destroyed the iPad and I️ can’t get to the setting menu to reset.  The phone is slower, battery drained &amp; weird character issues",681640
1963669,@AppleSupport 11.0.3,582210
1700959,"@AppleSupport That’s just how I see it. It’s a sad day when a disabled person gets turned away, just my opinion.",515774
2287884,@AppleSupport Realized. The violet banding is everywhere. https://t.co/BtXUuY3rXk,664711
2410202,@AppleSupport I sent a message.,664803
2291562,@AppleSupport No lol. Trying to install again but it keeps stopping,250270
1150278,"@AppleSupport Good example, I had no idea there was a reply to my Tweet. Right now the FB app says I have 100+ new messages...I don’t. iCloud acct  1/2",390678
701588,@AppleSupport That worked great.. Thank you,287484
1657750,@AppleSupport THANK YOU!! YOU ARE SUCH A SWEETHEART UGH 😭😭😭😭❤️ GOD BLESS YOUR BEAUTIFUL SOUL,505804
409713,@AppleSupport yes,212701
1646651,@AppleSupport Just sent DM...,503121
325925,@AppleSupport Does not work on regular texts? Only iMessages? Please fix it so that people can leave any group text message.,193646
400398,"@AppleSupport No , I haven’t! I tried to download and update apps but nothing happen 💔",210683
2220751,@AppleSupport And it's not even on my laptop it keeps crashing on the very first part,648612
1930553,"@AppleSupport Hi! I’m getting the “Cannot connect to App Store” error, too. I’ve checked the date settings, WiFi is OK... IPhone 7Plus. Also, why don’t we have “¡” and “¿” in our Spanish keyboard? You need to improve the select option, as well because it doesn’t work smoothly https://t.co/k12Vruoon3",574477
1872143,@AppleSupport I have uninstalled and re-installed Spotify. I have errors opening/running the app. It opens (app icon appears on the dock) and then closes.,559049
613003,@AppleSupport Doesn’t work 😠😡,699765
2169695,@AppleSupport @636469 Why y’all can’t fix it now... since y’all broke it.... https://t.co/36ZVMVfhs8,636471
1480710,"@AppleSupport It stays there, but when I empty it it just hangs forever.",463818
2533932,"@AppleSupport If bluetooth is on and I use the shortcut (swipe up) to switch it off, it stays on. Have to go to settings to turn off.",721037
1745971,@AppleSupport Tried this still not working!,526411
810330,@AppleSupport How do I store files locally on the iPad?,365264
2678112,@AppleSupport 11.1.1,174777
235271,"@AppleSupport My MacBook just crashed! Cursor hung, then it restarted on its own every 6 seconds, until out of charge. Now it won't charge &amp; won't turn on",172317
1840682,"@AppleSupport Got Mac, chose not to restore from backup via CMD+R.  If I manually restore from last date stamp, will it contain prior dated files. Advise?",222623
305285,"@AppleSupport I am running 11.0.2, nothing happens, and no not running ICloud I don’t want to pay for that",188886
2949560,@AppleSupport The music stops once the notification appears and I have to manually restart it. I am using a 6s with the 11.1.1 software.,814562
249188,"@AppleSupport Done twice, but issue remains. I've signed out of iCloud in settings as well, signin there works, but not in the app Store App. https://t.co/wXt1PH2Jt1",175201
981941,"@AppleSupport I want to be able to delete multiple, individual emails at one time.",352820
869905,@AppleSupport Y’all know what problems iOS 11 is having. I’m asking when will it get fixed,326557
2242094,@AppleSupport thanks for the reply - sends me back to the log in - no progress,629703
1924891,@AppleSupport 6S Plus. It would glitch and I would be typing a word but then it would type something a little and then I’d have to delete and start it all over,572941
961426,@AppleSupport iPhone 7,348151
1798539,"@AppleSupport iPhone 6 with 11.0.3, started with 11.0",540411
1411621,@AppleSupport No. But I just did that and it fixed it. Thanks!,399109
2073034,@AppleSupport Thank you!!,327778
721792,@AppleSupport Yeahh I am,292787
2756776,@AppleSupport  https://t.co/P1rLmwkBjl,771542
2285660,@AppleSupport I used the shortcut tip and it fixed the typing but I still see it in posts.,664180
1748687,@AppleSupport 2/2 and it has my email address there and I am asked for my password which I put in and that is when I get the error message.,373660
1173059,@AppleSupport Thank you,395906
1539277,@AppleSupport Yes,424003
344134,"@AppleSupport Okay, great I promise that I won’t be say “fuck” &amp; “shit” and other that has gotten me into trouble before in a more private discussion, ok.",197850
813354,"@AppleSupport Have just had success with using ""Add other account"" rather than clicking on Yahoo - fingers crossed it stays working.",246797
856131,@AppleSupport when I tap it nothing happens. restarting does nothing. i went to itunes and it said I hadn’t bought the song when I did https://t.co/PeNLFGa7Kl,323306
2755773,@AppleSupport 5S and 11.1.1 -- just used the scan documents feature in Notes. Notes sync to OSX but the actual images are represented by boxes I can't do anything with,771306
1300728,@AppleSupport what else do you need to know?,423379
2693952,"@AppleSupport The rep who told me to call if problem never returned any calls. Customer service is not helpful, they just read speech or don’t know. I was given to correct department but no luck their either. Thank you but it’s time to call my lawyer.",757152
2227069,@AppleSupport Thank you!,650082
559131,@AppleSupport Doesn’t help if you’re on a cruise ship and you can’t get to the Internet because your Mac is shut down due to this update,228358
1715623,"@AppleSupport @519572 So you broke the phone and we have to do a “workaround”

What happened to “it just works?”",519573
1691725,@AppleSupport Thank you,513513
292915,@AppleSupport It’s frozen at different times.  Not consistent.  Facebook barely works.,185757
1625014,@AppleSupport iPhone 7 + and yes I downloaded the recent version iOS 11.1,129881
2771783,"@AppleSupport Or this when attached to the power brick, Mac or PC(USB 2 and 3). I also tried with 3 different cables. https://t.co/GL0Bi9ptlr",284303
2630184,"@AppleSupport Thanks, but now that I know that,  @115858 should have Simply programmed the WiFi button to have 3 options, on, disconnected and totally off. That would have been more user friendly from control center.",742760
2406553,@AppleSupport 11.1.1,692108
2945778,@AppleSupport Thanks,813687
557799,@AppleSupport That means I will have to provide again the password for my icloud which am having trouble to remember or it wont ask for it?,250280
868219,"@AppleSupport I’m waiting for iOS11.1, I’d like to see the battery problem will be solved as well.",326145
796620,"@AppleSupport Received it, thankfully 👍🏻",309957
661596,@AppleSupport Seriously and honestly ios11 is the worst version ever. My iphone 6 is not working perfect since I updated it.,714856
483217,"@AppleSupport Yes, 8%",229935
1881799,@AppleSupport @561553 Gah!,561554
2364435,@AppleSupport The iPhone 8+,682649
2940362,@AppleSupport It’s called Johns IPhone (IPhone X),265326
1685189,@AppleSupport It come with my watch,512053
559069,@AppleSupport Three hours later - you still have never responded at all.,225520
1426681,@AppleSupport If you do not mind (I am not familiar with internet language) what is the meaning of “DM”??,451430
1571023,@AppleSupport Thanks. That was very helpful. Under Safety it mentions Face ID is face under “normal usage conditions”. We were wondering about your definition of “normal usage conditions”.,247982
1354050,@AppleSupport There is also option to download them for offline playback on iTunes. Why should I download them again when I have them on my iPhone.,435768
8310,@AppleSupport Its slowing down my mac a lot,117459
2893374,@AppleSupport I haven’t seen it myself for a week. Someone messaged me that they saw this going to MY site.,208399
2557368,"@AppleSupport My IPhone x is working fine now, Thanks for nothing",726046
1712012,@AppleSupport Connected to Wi-Fi,518574
2410179,"@AppleSupport Lenovo YOGA Win 10, a search on Apple Support Forums shows this issue going back 10 years",692963
1154615,@AppleSupport Thanks guys. Apologies it was my original Apple cable that was the issue as tried using a new non-Apple cable and it is charging perfectly.,391628
2750514,@AppleSupport It happened yesterday for the first time at around 11:30 AM. It’s happened twice since then. I have an iPhone 7 and it’s the iOS 11.1.2.,770056
2283290,"@AppleSupport Yes, it does.",663582
2780683,"@AppleSupport All in range and connected. It’s a series 0 watch on latest software and yes, I subscribe to Apple Music",652312
2408527,@AppleSupport It will freeze for about 5-10 seconds but sounds will play and I can still scroll depending on what app I have. I have the latest version of iOS 11.1.1,692575
1890350,@AppleSupport How about you make your new iPhone not cost the same amount as 1 months rent??,382011
794556,"@AppleSupport i havent tried any other troubleshooting steps, ive seen some online but im sure whether i should try it since im at uni",309446
1178394,"@AppleSupport @397145 Same here, u might check your buggy updates ASAP! Otherwise u will lose many customers in next couple of days forever!!! @115858",179855
1896111,@AppleSupport I have sent you my case number. I request that my case is escalated and answered correctly and professionally. If this cannot be done by you then tell me who,565151
1644544,"@AppleSupport I have restarted it, factory reset it, etc. It flashes to last text, goes black &amp; closes. Called apple but they couldn’t fix it.",502559
486264,@AppleSupport Just updated to iOS 11.2 beta 6 (15C114) and it solves my problem. Thanks,230691
2753697,@AppleSupport was “i” but i fixed i️t by putting the letter in text replacement but now it’s giving me symbols again every time i try to say i️t https://t.co/oGgQAaVzP9,770798
2477613,@AppleSupport Ok done. Please check your DM. 😘,502535
295387,@AppleSupport I just bought an iPhone 8 plus and I was trying to pair it with my watch,186353
956045,@AppleSupport What is DM?,346844
1837273,@AppleSupport In general. The videos sound will also disappear after 10 seconds or so also.,550819
367000,@AppleSupport It’s accumulated more scratches on the couple of weeks since the screen was replaced than it got in the year before. This glass is not the,202928
1684404,@AppleSupport What do you want to investigate ?! How have you guys not fixed this I️ yet lmao,260161
215393,@AppleSupport iPhone 6s Plus &amp; I have the iOS 10.3.3 update currently,167181
1573763,@AppleSupport This is a great temporary fix- but I hope an actual one comes soon. I️ didn’t pay money for a phone to have to make a shortcut.,485052
2449518,@AppleSupport yes i have restarted it several times https://t.co/t3MjnrVHys,702059
851201,"@AppleSupport Thanks, it was but that’s off now 👍",322205
346520,@AppleSupport iPhone 7 current software is 11.0.2,198489
2734063,@AppleSupport  https://t.co/tPTw32O8AB,766307
8560,@AppleSupport If you look above you can see what I’m a talking about i clicked the letter I and it still does it,117504
2121049,"@AppleSupport Yes, it is.",591840
1748897,"@AppleSupport Hi, iOS 11, TvOS 11 (all latest versions) on all devices, except I do have an old iPhone 4S, iPad 4, Apple TV 2&amp;3 on the same account",474040
827583,@AppleSupport But I still can't get my music synced. MY music.,317131
